Building,"_time",Clients
LPR,"2021-11-16T00:00:00.000-0500",212
MontPetit,"2021-11-19T00:00:00.000-0500",212
DMS,"2022-02-11T00:00:00.000-0500",211
RGN,"2021-12-19T00:00:00.000-0500",211
SITE,"2021-12-06T00:00:00.000-0500",211
SITE,"2021-12-13T00:00:00.000-0500",211
CRX,"2022-01-14T00:00:00.000-0500",210
Diorio,"2022-02-09T00:00:00.000-0500",210
Fauteux,"2021-12-14T00:00:00.000-0500",210
Morisset,"2022-02-05T00:00:00.000-0500",210
SPX,"2021-12-05T00:00:00.000-0500",210
UniCenter,"2022-02-05T00:00:00.000-0500",210
Diorio,"2022-02-03T00:00:00.000-0500",209
LPR,"2021-11-30T00:00:00.000-0500",209
SITE,"2021-12-16T00:00:00.000-0500",209
Simard,"2021-12-01T00:00:00.000-0500",209
ARC,"2021-11-25T00:00:00.000-0500",208
MontPetit,"2021-12-09T00:00:00.000-0500",208
Morisset,"2022-01-25T00:00:00.000-0500",208
RGN,"2021-12-25T00:00:00.000-0500",208
Tabaret,"2021-11-18T00:00:00.000-0500",208
Vanier,"2021-11-18T00:00:00.000-0500",208
Perez,"2021-11-30T00:00:00.000-0500",207
STEM,"2021-12-17T00:00:00.000-0500",207
Vanier,"2022-02-03T00:00:00.000-0500",207
bioScience,"2022-02-01T00:00:00.000-0500",207
bioScience,"2022-02-04T00:00:00.000-0500",207
DMS,"2021-12-13T00:00:00.000-0500",205
Diorio,"2021-11-24T00:00:00.000-0500",205
RGN,"2022-02-06T00:00:00.000-0500",205
SPX,"2021-11-25T00:00:00.000-0500",205
UniCenter,"2022-01-25T00:00:00.000-0500",205
bioScience,"2022-01-31T00:00:00.000-0500",205
CBY,"2022-01-26T00:00:00.000-0500",204
CBY,"2022-01-31T00:00:00.000-0500",204
DMS,"2021-12-10T00:00:00.000-0500",204
Marion,"2022-01-26T00:00:00.000-0500",204
STEM,"2022-01-26T00:00:00.000-0500",204
Vanier,"2021-11-25T00:00:00.000-0500",204
bioScience,"2022-01-18T00:00:00.000-0500",204
ARC,"2021-11-17T00:00:00.000-0500",202
Diorio,"2021-11-18T00:00:00.000-0500",202
Diorio,"2021-11-22T00:00:00.000-0500",202
Diorio,"2021-12-02T00:00:00.000-0500",202
Diorio,"2021-11-25T00:00:00.000-0500",200
SPX,"2021-12-07T00:00:00.000-0500",200
ARC,"2021-11-19T00:00:00.000-0500",199
ARC,"2021-12-08T00:00:00.000-0500",199
SPX,"2021-11-29T00:00:00.000-0500",199
Tabaret,"2021-12-06T00:00:00.000-0500",199
bioScience,"2021-11-26T00:00:00.000-0500",199
ARC,"2021-12-07T00:00:00.000-0500",198
LMX,"2021-11-22T00:00:00.000-0500",198
Marion,"2021-11-26T00:00:00.000-0500",198
Morisset,"2021-12-18T00:00:00.000-0500",198
STEM,"2022-01-19T00:00:00.000-0500",198
ARC,"2021-11-18T00:00:00.000-0500",197
Fauteux,"2021-12-09T00:00:00.000-0500",197
MontPetit,"2021-12-03T00:00:00.000-0500",197
RGN,"2021-12-18T00:00:00.000-0500",197
SPX,"2021-11-19T00:00:00.000-0500",197
Vanier,"2021-11-26T00:00:00.000-0500",197
Diorio,"2022-02-10T00:00:00.000-0500",196
LMX,"2021-12-03T00:00:00.000-0500",196
Morriset,"2021-12-09T00:00:00.000-0500",196
RGN,"2022-01-30T00:00:00.000-0500",196
SPX,"2021-11-21T00:00:00.000-0500",196
Tabaret,"2022-02-10T00:00:00.000-0500",196
ARC,"2021-11-22T00:00:00.000-0500",195
Diorio,"2021-11-29T00:00:00.000-0500",195
FSS,"2021-11-21T00:00:00.000-0500",195
"LEES BLOCK E","2021-11-30T00:00:00.000-0500",195
SPX,"2021-11-27T00:00:00.000-0500",195
SPX,"2021-12-09T00:00:00.000-0500",195
Vanier,"2021-11-23T00:00:00.000-0500",195
ARC,"2021-12-02T00:00:00.000-0500",194
Arts,"2021-12-15T00:00:00.000-0500",194
CRX,"2022-01-17T00:00:00.000-0500",194
Diorio,"2021-11-17T00:00:00.000-0500",194
LMX,"2021-11-23T00:00:00.000-0500",194
Marion,"2021-12-03T00:00:00.000-0500",194
Morisset,"2021-12-20T00:00:00.000-0500",194
Morisset,"2022-02-06T00:00:00.000-0500",194
SPX,"2021-12-08T00:00:00.000-0500",194
ARC,"2022-02-07T00:00:00.000-0500",193
LMX,"2022-02-10T00:00:00.000-0500",193
RGN,"2021-12-23T00:00:00.000-0500",192
Arts,"2021-11-16T00:00:00.000-0500",191
Arts,"2021-11-24T00:00:00.000-0500",191
Diorio,"2022-01-31T00:00:00.000-0500",191
Fauteux,"2021-12-05T00:00:00.000-0500",191
SPX,"2021-12-14T00:00:00.000-0500",191
FSS,"2021-11-27T00:00:00.000-0500",190
RGN,"2022-01-22T00:00:00.000-0500",190
SITE,"2022-01-31T00:00:00.000-0500",190
Diorio,"2022-02-07T00:00:00.000-0500",189
LMX,"2021-11-26T00:00:00.000-0500",189
Marion,"2022-02-11T00:00:00.000-0500",189
ARC,"2021-12-14T00:00:00.000-0500",188
ARC,"2022-02-04T00:00:00.000-0500",188
CBY,"2021-12-16T00:00:00.000-0500",188
FSS,"2021-12-05T00:00:00.000-0500",188
LMX,"2021-12-08T00:00:00.000-0500",188
Morisset,"2022-02-11T00:00:00.000-0500",188
SPX,"2021-12-06T00:00:00.000-0500",188
Vanier,"2022-02-04T00:00:00.000-0500",188
ARC,"2021-11-26T00:00:00.000-0500",187
ARC,"2022-01-31T00:00:00.000-0500",187
ARC,"2022-02-01T00:00:00.000-0500",187
MontPetit,"2021-12-10T00:00:00.000-0500",187
STEM,"2022-02-11T00:00:00.000-0500",187
bioScience,"2021-12-17T00:00:00.000-0500",187
ARC,"2021-12-17T00:00:00.000-0500",186
CAREG,"2021-12-15T00:00:00.000-0500",186
CBY,"2021-12-10T00:00:00.000-0500",186
CBY,"2022-01-19T00:00:00.000-0500",186
FSS,"2021-12-12T00:00:00.000-0500",186
Fauteux,"2021-12-10T00:00:00.000-0500",186
Marion,"2021-11-19T00:00:00.000-0500",186
bioScience,"2022-01-19T00:00:00.000-0500",186
ARC,"2021-11-29T00:00:00.000-0500",185
Diorio,"2022-02-04T00:00:00.000-0500",185
FSS,"2022-01-20T00:00:00.000-0500",185
Fauteux,"2021-12-12T00:00:00.000-0500",185
Marion,"2022-01-19T00:00:00.000-0500",185
Perez,"2021-11-16T00:00:00.000-0500",185
Vanier,"2021-12-07T00:00:00.000-0500",185
ARC,"2021-12-03T00:00:00.000-0500",184
CAREG,"2022-01-24T00:00:00.000-0500",184
Diorio,"2021-11-23T00:00:00.000-0500",184
Morriset,"2021-12-08T00:00:00.000-0500",184
RGN,"2022-01-03T00:00:00.000-0500",184
CBY,"2022-01-27T00:00:00.000-0500",183
SITE,"2021-12-09T00:00:00.000-0500",183
UniCenter,"2021-11-20T00:00:00.000-0500",183
Diorio,"2022-01-26T00:00:00.000-0500",182
Fauteux,"2021-12-13T00:00:00.000-0500",182
LPR,"2021-11-24T00:00:00.000-0500",182
Marion,"2021-12-08T00:00:00.000-0500",182
ARC,"2022-01-25T00:00:00.000-0500",181
CBY,"2022-01-25T00:00:00.000-0500",181
FSS,"2021-11-28T00:00:00.000-0500",181
Fauteux,"2021-11-27T00:00:00.000-0500",181
Morisset,"2021-12-19T00:00:00.000-0500",181
SPX,"2021-12-02T00:00:00.000-0500",181
ARC,"2022-01-26T00:00:00.000-0500",180
ARC,"2022-02-03T00:00:00.000-0500",180
Arts,"2021-11-29T00:00:00.000-0500",180
"LEES BLOCK A","2021-12-01T00:00:00.000-0500",180
Morisset,"2022-01-27T00:00:00.000-0500",180
SPX,"2022-02-04T00:00:00.000-0500",180
ARC,"2021-12-13T00:00:00.000-0500",179
ARC,"2022-02-08T00:00:00.000-0500",179
Diorio,"2021-12-07T00:00:00.000-0500",179
FSS,"2021-12-17T00:00:00.000-0500",179
"LEES BLOCK E","2021-12-01T00:00:00.000-0500",179
Morisset,"2022-01-26T00:00:00.000-0500",179
Tabaret,"2021-12-09T00:00:00.000-0500",179
Diorio,"2021-12-09T00:00:00.000-0500",178
LMX,"2022-02-04T00:00:00.000-0500",178
RGN,"2022-01-16T00:00:00.000-0500",178
Vanier,"2022-02-02T00:00:00.000-0500",178
Diorio,"2022-01-25T00:00:00.000-0500",177
Diorio,"2022-01-27T00:00:00.000-0500",177
Diorio,"2022-02-01T00:00:00.000-0500",177
Fauteux,"2021-11-28T00:00:00.000-0500",177
RGN,"2022-01-15T00:00:00.000-0500",177
STEM,"2022-01-06T00:00:00.000-0500",177
UniCenter,"2022-02-06T00:00:00.000-0500",177
bioScience,"2022-01-13T00:00:00.000-0500",177
Diorio,"2021-12-03T00:00:00.000-0500",176
Marion,"2022-01-12T00:00:00.000-0500",176
RGN,"2021-12-29T00:00:00.000-0500",176
Vanier,"2021-12-15T00:00:00.000-0500",176
bioScience,"2022-02-11T00:00:00.000-0500",176
CBY,"2022-01-10T00:00:00.000-0500",175
Diorio,"2021-11-19T00:00:00.000-0500",175
Diorio,"2021-12-06T00:00:00.000-0500",175
Diorio,"2021-12-08T00:00:00.000-0500",175
Diorio,"2021-12-10T00:00:00.000-0500",175
FSS,"2021-12-11T00:00:00.000-0500",175
Perez,"2021-12-01T00:00:00.000-0500",175
STEM,"2021-12-04T00:00:00.000-0500",174
UniCenter,"2022-01-14T00:00:00.000-0500",174
Vanier,"2021-11-22T00:00:00.000-0500",174
CBY,"2022-01-18T00:00:00.000-0500",173
DMS,"2021-12-16T00:00:00.000-0500",173
"LEES BLOCK A","2021-11-17T00:00:00.000-0500",173
SPX,"2021-12-13T00:00:00.000-0500",173
STEM,"2022-01-13T00:00:00.000-0500",173
ARC,"2021-12-16T00:00:00.000-0500",172
Simard,"2021-11-30T00:00:00.000-0500",172
CBY,"2022-01-20T00:00:00.000-0500",171
Vanier,"2021-12-03T00:00:00.000-0500",171
bioScience,"2021-12-03T00:00:00.000-0500",171
ARC,"2021-12-09T00:00:00.000-0500",170
ARC,"2021-12-10T00:00:00.000-0500",170
Arts,"2022-02-09T00:00:00.000-0500",170
LMX,"2022-02-08T00:00:00.000-0500",170
MontPetit,"2021-11-26T00:00:00.000-0500",170
MontPetit,"2021-12-13T00:00:00.000-0500",170
Tabaret,"2021-12-14T00:00:00.000-0500",170
Tabaret,"2022-02-02T00:00:00.000-0500",170
Tabaret,"2022-02-03T00:00:00.000-0500",170
ARC,"2022-01-27T00:00:00.000-0500",169
ARC,"2022-02-09T00:00:00.000-0500",169
ARC,"2022-02-10T00:00:00.000-0500",169
Arts,"2021-11-30T00:00:00.000-0500",169
Tabaret,"2022-02-01T00:00:00.000-0500",169
Arts,"2022-02-02T00:00:00.000-0500",168
LMX,"2021-12-07T00:00:00.000-0500",168
Marion,"2021-12-13T00:00:00.000-0500",168
Vanier,"2021-11-19T00:00:00.000-0500",168
bioScience,"2021-12-08T00:00:00.000-0500",168
Diorio,"2021-12-14T00:00:00.000-0500",167
Diorio,"2022-02-08T00:00:00.000-0500",167
Fauteux,"2021-12-04T00:00:00.000-0500",167
UniCenter,"2022-01-18T00:00:00.000-0500",167
CBY,"2022-01-12T00:00:00.000-0500",166
FSS,"2022-01-18T00:00:00.000-0500",166
SITE,"2021-12-10T00:00:00.000-0500",166
UniCenter,"2021-11-27T00:00:00.000-0500",166
Diorio,"2022-01-19T00:00:00.000-0500",165
Morriset,"2021-11-23T00:00:00.000-0500",165
RGN,"2021-12-27T00:00:00.000-0500",165
RGN,"2022-01-23T00:00:00.000-0500",165
SPX,"2021-12-10T00:00:00.000-0500",165
SPX,"2022-02-03T00:00:00.000-0500",165
STEM,"2022-01-14T00:00:00.000-0500",165
Vanier,"2022-02-01T00:00:00.000-0500",165
ARC,"2021-12-06T00:00:00.000-0500",164
ARC,"2022-02-02T00:00:00.000-0500",164
CBY,"2022-02-11T00:00:00.000-0500",164
Fauteux,"2021-12-16T00:00:00.000-0500",164
LMX,"2021-11-24T00:00:00.000-0500",164
Marion,"2021-12-14T00:00:00.000-0500",164
STEM,"2022-01-10T00:00:00.000-0500",164
CBY,"2022-01-28T00:00:00.000-0500",163
FSS,"2022-01-19T00:00:00.000-0500",163
LMX,"2021-11-18T00:00:00.000-0500",163
SPX,"2022-02-09T00:00:00.000-0500",163
UniCenter,"2021-12-18T00:00:00.000-0500",163
UniCenter,"2022-01-26T00:00:00.000-0500",163
UniCenter,"2022-01-28T00:00:00.000-0500",163
Diorio,"2021-11-26T00:00:00.000-0500",162
Diorio,"2022-01-11T00:00:00.000-0500",162
"LEES BLOCK A","2022-02-10T00:00:00.000-0500",162
LMX,"2022-02-03T00:00:00.000-0500",162
SPX,"2021-12-04T00:00:00.000-0500",162
SPX,"2021-12-17T00:00:00.000-0500",162
CRX,"2022-01-11T00:00:00.000-0500",161
Marion,"2022-01-20T00:00:00.000-0500",161
Morriset,"2021-12-07T00:00:00.000-0500",161
SPX,"2022-02-10T00:00:00.000-0500",161
Vanier,"2022-01-31T00:00:00.000-0500",161
Diorio,"2021-12-13T00:00:00.000-0500",160
Diorio,"2022-01-20T00:00:00.000-0500",160
SITE,"2021-12-14T00:00:00.000-0500",160
UniCenter,"2022-01-27T00:00:00.000-0500",160
Diorio,"2022-01-13T00:00:00.000-0500",159
Fauteux,"2022-01-31T00:00:00.000-0500",159
STEM,"2021-11-28T00:00:00.000-0500",159
UniCenter,"2022-01-20T00:00:00.000-0500",159
Arts,"2022-02-10T00:00:00.000-0500",158
Diorio,"2022-01-18T00:00:00.000-0500",158
Fauteux,"2021-12-11T00:00:00.000-0500",157
LMX,"2021-11-17T00:00:00.000-0500",157
LMX,"2022-02-09T00:00:00.000-0500",157
Tabaret,"2022-01-24T00:00:00.000-0500",157
Vanier,"2021-11-29T00:00:00.000-0500",157
bioScience,"2021-12-07T00:00:00.000-0500",157
CRX,"2021-12-21T00:00:00.000-0500",156
FSS,"2021-11-20T00:00:00.000-0500",156
LPR,"2022-01-24T00:00:00.000-0500",156
Morisset,"2022-01-28T00:00:00.000-0500",156
STEM,"2022-01-11T00:00:00.000-0500",156
UniCenter,"2021-12-20T00:00:00.000-0500",156
UniCenter,"2022-01-19T00:00:00.000-0500",156
bioScience,"2022-01-10T00:00:00.000-0500",156
RGN,"2021-12-28T00:00:00.000-0500",155
RGN,"2022-01-08T00:00:00.000-0500",155
UniCenter,"2022-01-10T00:00:00.000-0500",155
Diorio,"2022-01-21T00:00:00.000-0500",154
Fauteux,"2021-11-21T00:00:00.000-0500",154
Morisset,"2021-12-21T00:00:00.000-0500",154
RGN,"2021-12-30T00:00:00.000-0500",154
STEM,"2021-12-05T00:00:00.000-0500",154
CRX,"2022-01-16T00:00:00.000-0500",153
Marion,"2022-01-27T00:00:00.000-0500",153
Morriset,"2021-12-02T00:00:00.000-0500",153
STEM,"2022-01-12T00:00:00.000-0500",153
Vanier,"2021-12-08T00:00:00.000-0500",153
bioScience,"2021-12-06T00:00:00.000-0500",153
bioScience,"2022-01-21T00:00:00.000-0500",153
Diorio,"2022-01-28T00:00:00.000-0500",152
FSS,"2021-12-04T00:00:00.000-0500",152
Morriset,"2021-11-24T00:00:00.000-0500",152
Morriset,"2021-12-06T00:00:00.000-0500",152
STEM,"2021-11-27T00:00:00.000-0500",152
STEM,"2021-12-20T00:00:00.000-0500",152
Tabaret,"2022-01-31T00:00:00.000-0500",152
Tabaret,"2022-02-11T00:00:00.000-0500",152
UniCenter,"2022-01-21T00:00:00.000-0500",152
CBY,"2022-01-14T00:00:00.000-0500",151
LMX,"2022-02-02T00:00:00.000-0500",151
ARC,"2022-01-18T00:00:00.000-0500",150
ARC,"2022-01-20T00:00:00.000-0500",150
CBY,"2021-12-20T00:00:00.000-0500",150
Fauteux,"2021-11-20T00:00:00.000-0500",150
LMX,"2021-11-29T00:00:00.000-0500",150
Marion,"2022-01-18T00:00:00.000-0500",150
Morisset,"2022-01-18T00:00:00.000-0500",150
Morriset,"2021-11-17T00:00:00.000-0500",150
ARC,"2022-01-19T00:00:00.000-0500",149
CBY,"2022-01-13T00:00:00.000-0500",149
Marion,"2022-01-28T00:00:00.000-0500",149
RGN,"2022-01-09T00:00:00.000-0500",149
UniCenter,"2022-01-13T00:00:00.000-0500",149
CBY,"2021-12-17T00:00:00.000-0500",148
Morriset,"2021-12-16T00:00:00.000-0500",148
Vanier,"2021-12-09T00:00:00.000-0500",148
bioScience,"2022-01-12T00:00:00.000-0500",148
Diorio,"2021-12-16T00:00:00.000-0500",147
LPR,"2021-11-17T00:00:00.000-0500",147
Marion,"2021-12-09T00:00:00.000-0500",147
Morriset,"2021-12-01T00:00:00.000-0500",147
SPX,"2022-02-08T00:00:00.000-0500",147
bioScience,"2021-12-13T00:00:00.000-0500",147
bioScience,"2021-12-14T00:00:00.000-0500",147
bioScience,"2022-01-28T00:00:00.000-0500",147
CRX,"2022-01-15T00:00:00.000-0500",146
LMX,"2021-12-15T00:00:00.000-0500",146
FSS,"2022-02-06T00:00:00.000-0500",145
STEM,"2021-11-21T00:00:00.000-0500",145
ARC,"2022-01-28T00:00:00.000-0500",144
Marion,"2022-01-25T00:00:00.000-0500",144
Morriset,"2021-11-29T00:00:00.000-0500",144
Simard,"2021-11-16T00:00:00.000-0500",144
Thompson,"2021-11-16T00:00:00.000-0500",144
Vanier,"2021-12-14T00:00:00.000-0500",144
bioScience,"2021-12-09T00:00:00.000-0500",144
CBY,"2021-12-04T00:00:00.000-0500",143
FSS,"2022-01-23T00:00:00.000-0500",143
SITE,"2021-12-04T00:00:00.000-0500",143
Vanier,"2021-12-06T00:00:00.000-0500",143
DMS,"2021-11-28T00:00:00.000-0500",142
LPR,"2022-02-10T00:00:00.000-0500",142
Morriset,"2021-12-13T00:00:00.000-0500",142
Vanier,"2022-01-24T00:00:00.000-0500",142
Diorio,"2021-12-17T00:00:00.000-0500",141
LMX,"2022-01-31T00:00:00.000-0500",141
Morisset,"2022-01-20T00:00:00.000-0500",141
STEM,"2021-11-20T00:00:00.000-0500",141
bioScience,"2021-12-10T00:00:00.000-0500",141
CBY,"2022-01-21T00:00:00.000-0500",140
LMX,"2021-12-09T00:00:00.000-0500",140
Vanier,"2021-12-16T00:00:00.000-0500",140
CBY,"2022-01-06T00:00:00.000-0500",139
CBY,"2022-01-11T00:00:00.000-0500",139
Diorio,"2022-01-10T00:00:00.000-0500",139
"LEES BLOCK A","2022-01-14T00:00:00.000-0500",139
RGN,"2021-12-31T00:00:00.000-0500",139
Thompson,"2021-11-30T00:00:00.000-0500",139
"100 Laurier","2021-12-15T00:00:00.000-0500",138
Arts,"2021-12-06T00:00:00.000-0500",138
Marion,"2021-12-10T00:00:00.000-0500",138
Morriset,"2021-12-12T00:00:00.000-0500",138
Tabaret,"2021-12-10T00:00:00.000-0500",138
ARC,"2022-01-10T00:00:00.000-0500",137
CBY,"2022-01-05T00:00:00.000-0500",137
CBY,"2022-01-17T00:00:00.000-0500",137
LMX,"2021-12-06T00:00:00.000-0500",137
UniCenter,"2022-01-11T00:00:00.000-0500",137
ARC,"2022-01-13T00:00:00.000-0500",136
ARC,"2022-01-21T00:00:00.000-0500",136
"LEES BLOCK E","2021-12-15T00:00:00.000-0500",136
LMX,"2021-12-13T00:00:00.000-0500",136
LPR,"2021-12-09T00:00:00.000-0500",136
Morisset,"2022-01-19T00:00:00.000-0500",136
Morriset,"2021-11-22T00:00:00.000-0500",136
SITE,"2021-11-21T00:00:00.000-0500",136
UniCenter,"2022-01-12T00:00:00.000-0500",136
CRX,"2022-01-10T00:00:00.000-0500",135
FSS,"2022-02-05T00:00:00.000-0500",135
bioScience,"2022-01-11T00:00:00.000-0500",135
Arts,"2021-11-22T00:00:00.000-0500",134
FSS,"2022-01-21T00:00:00.000-0500",134
Perez,"2022-02-09T00:00:00.000-0500",134
Arts,"2022-02-08T00:00:00.000-0500",133
MontPetit,"2021-12-14T00:00:00.000-0500",133
UniCenter,"2021-12-21T00:00:00.000-0500",133
ARC,"2022-01-12T00:00:00.000-0500",132
Arts,"2021-12-08T00:00:00.000-0500",132
Tabaret,"2022-02-04T00:00:00.000-0500",132
ARC,"2022-01-14T00:00:00.000-0500",131
CAREG,"2021-11-24T00:00:00.000-0500",131
DMS,"2021-12-17T00:00:00.000-0500",131
Fauteux,"2022-02-11T00:00:00.000-0500",131
Morriset,"2021-11-18T00:00:00.000-0500",131
SITE,"2021-12-05T00:00:00.000-0500",131
SPX,"2022-02-07T00:00:00.000-0500",131
CAREG,"2021-11-18T00:00:00.000-0500",130
CAREG,"2021-11-23T00:00:00.000-0500",130
Diorio,"2022-01-12T00:00:00.000-0500",130
Diorio,"2022-01-14T00:00:00.000-0500",130
LMX,"2021-12-14T00:00:00.000-0500",130
STEM,"2021-12-11T00:00:00.000-0500",130
Tabaret,"2021-12-13T00:00:00.000-0500",130
"600 Peter Morand","2021-11-16T00:00:00.000-0500",129
CAREG,"2021-11-17T00:00:00.000-0500",129
CBY,"2021-12-21T00:00:00.000-0500",129
"LEES BLOCK A","2022-01-28T00:00:00.000-0500",129
LPR,"2021-11-25T00:00:00.000-0500",129
MCU,"2021-11-30T00:00:00.000-0500",129
Morriset,"2021-12-10T00:00:00.000-0500",129
Morriset,"2021-12-14T00:00:00.000-0500",129
RGN,"2022-01-02T00:00:00.000-0500",129
SPX,"2022-02-01T00:00:00.000-0500",129
"LEES BLOCK A","2022-02-09T00:00:00.000-0500",128
LMX,"2022-02-01T00:00:00.000-0500",128
Morriset,"2021-12-15T00:00:00.000-0500",128
Vanier,"2022-02-11T00:00:00.000-0500",128
Arts,"2021-11-23T00:00:00.000-0500",127
CBY,"2022-01-04T00:00:00.000-0500",127
FSS,"2022-01-12T00:00:00.000-0500",127
"LEES BLOCK A","2022-01-27T00:00:00.000-0500",127
LPR,"2021-11-22T00:00:00.000-0500",127
LPR,"2021-11-26T00:00:00.000-0500",127
Morisset,"2022-01-12T00:00:00.000-0500",127
CAREG,"2022-02-10T00:00:00.000-0500",126
LMX,"2021-11-25T00:00:00.000-0500",126
Morriset,"2021-11-19T00:00:00.000-0500",126
Morriset,"2021-11-25T00:00:00.000-0500",126
RGN,"2021-12-26T00:00:00.000-0500",126
"100 Laurier","2021-11-30T00:00:00.000-0500",125
LMX,"2021-12-02T00:00:00.000-0500",125
LMX,"2021-12-10T00:00:00.000-0500",125
MontPetit,"2022-02-06T00:00:00.000-0500",125
Morisset,"2022-01-13T00:00:00.000-0500",125
LPR,"2022-02-08T00:00:00.000-0500",124
Perez,"2022-02-03T00:00:00.000-0500",124
"100 Laurier","2021-11-16T00:00:00.000-0500",123
Arts,"2021-12-16T00:00:00.000-0500",123
CAREG,"2021-12-02T00:00:00.000-0500",123
CAREG,"2021-12-08T00:00:00.000-0500",123
DMS,"2021-12-20T00:00:00.000-0500",123
"LEES BLOCK A","2022-01-20T00:00:00.000-0500",123
"LEES BLOCK A","2022-02-11T00:00:00.000-0500",123
LPR,"2022-02-07T00:00:00.000-0500",123
MontPetit,"2022-01-24T00:00:00.000-0500",123
"LEES BLOCK A","2022-01-13T00:00:00.000-0500",122
LPR,"2021-12-02T00:00:00.000-0500",122
LPR,"2022-02-09T00:00:00.000-0500",122
Perez,"2021-11-23T00:00:00.000-0500",122
SPX,"2021-12-20T00:00:00.000-0500",122
STEM,"2021-12-12T00:00:00.000-0500",122
STEM,"2021-12-21T00:00:00.000-0500",122
STEM,"2022-01-07T00:00:00.000-0500",122
Arts,"2022-02-03T00:00:00.000-0500",121
CBY,"2022-01-07T00:00:00.000-0500",121
Marion,"2021-12-16T00:00:00.000-0500",121
MontPetit,"2021-12-17T00:00:00.000-0500",121
Morriset,"2021-11-21T00:00:00.000-0500",121
SITE,"2021-11-20T00:00:00.000-0500",121
Thompson,"2021-12-01T00:00:00.000-0500",121
Arts,"2022-02-07T00:00:00.000-0500",120
"LEES BLOCK E","2021-11-17T00:00:00.000-0500",120
"LEES BLOCK E","2021-11-23T00:00:00.000-0500",120
LPR,"2021-11-18T00:00:00.000-0500",120
Perez,"2021-11-24T00:00:00.000-0500",120
SPX,"2022-01-31T00:00:00.000-0500",120
STEM,"2022-01-04T00:00:00.000-0500",120
STEM,"2022-01-17T00:00:00.000-0500",120
Simard,"2021-12-03T00:00:00.000-0500",120
ARC,"2021-12-20T00:00:00.000-0500",119
ARC,"2022-01-11T00:00:00.000-0500",119
Arts,"2022-01-31T00:00:00.000-0500",119
CAREG,"2022-01-25T00:00:00.000-0500",119
CBY,"2021-12-22T00:00:00.000-0500",119
LPR,"2021-12-03T00:00:00.000-0500",119
Marion,"2022-01-14T00:00:00.000-0500",119
SPX,"2022-01-24T00:00:00.000-0500",119
CAREG,"2021-11-25T00:00:00.000-0500",118
CAREG,"2022-02-09T00:00:00.000-0500",118
LPR,"2021-11-19T00:00:00.000-0500",118
Marion,"2022-01-21T00:00:00.000-0500",118
MontPetit,"2021-12-11T00:00:00.000-0500",118
MontPetit,"2022-01-26T00:00:00.000-0500",118
Morriset,"2021-12-04T00:00:00.000-0500",118
Morriset,"2021-12-11T00:00:00.000-0500",118
STEM,"2022-02-05T00:00:00.000-0500",118
Vanier,"2021-12-10T00:00:00.000-0500",118
"600 Peter Morand","2021-11-30T00:00:00.000-0500",117
CAREG,"2021-12-07T00:00:00.000-0500",117
CBY,"2021-11-27T00:00:00.000-0500",117
CBY,"2021-12-05T00:00:00.000-0500",117
LPR,"2022-02-01T00:00:00.000-0500",117
Marion,"2022-01-10T00:00:00.000-0500",117
UniCenter,"2021-12-19T00:00:00.000-0500",117
bioScience,"2022-01-14T00:00:00.000-0500",117
Diorio,"2021-12-21T00:00:00.000-0500",116
Morriset,"2021-12-03T00:00:00.000-0500",116
SPX,"2022-02-05T00:00:00.000-0500",116
ARC,"2022-01-04T00:00:00.000-0500",115
CAREG,"2021-11-19T00:00:00.000-0500",115
CAREG,"2021-12-09T00:00:00.000-0500",115
"LEES BLOCK A","2022-02-03T00:00:00.000-0500",115
Marion,"2022-01-13T00:00:00.000-0500",115
SPX,"2021-12-21T00:00:00.000-0500",115
STEM,"2022-01-05T00:00:00.000-0500",115
Tabaret,"2022-01-25T00:00:00.000-0500",115
Vanier,"2022-01-27T00:00:00.000-0500",115
ARC,"2022-01-07T00:00:00.000-0500",114
Morisset,"2022-01-11T00:00:00.000-0500",114
Morriset,"2021-12-05T00:00:00.000-0500",114
RGN,"2022-01-01T00:00:00.000-0500",114
SPX,"2022-01-27T00:00:00.000-0500",114
Vanier,"2021-12-13T00:00:00.000-0500",114
bioScience,"2021-12-16T00:00:00.000-0500",114
CAREG,"2021-11-22T00:00:00.000-0500",113
CAREG,"2021-11-29T00:00:00.000-0500",113
"LEES BLOCK A","2022-01-12T00:00:00.000-0500",113
CAREG,"2021-12-03T00:00:00.000-0500",112
"LEES BLOCK A","2022-01-31T00:00:00.000-0500",112
LPR,"2021-12-07T00:00:00.000-0500",112
Marion,"2022-01-11T00:00:00.000-0500",112
MontPetit,"2022-01-25T00:00:00.000-0500",112
MontPetit,"2022-01-27T00:00:00.000-0500",112
Perez,"2021-12-07T00:00:00.000-0500",112
ARC,"2022-01-06T00:00:00.000-0500",111
CAREG,"2021-11-26T00:00:00.000-0500",111
CAREG,"2022-01-31T00:00:00.000-0500",111
CAREG,"2022-02-07T00:00:00.000-0500",111
Diorio,"2021-12-20T00:00:00.000-0500",111
FSS,"2022-01-22T00:00:00.000-0500",111
KED,"2021-11-30T00:00:00.000-0500",111
"LEES BLOCK A","2022-02-07T00:00:00.000-0500",111
LPR,"2021-11-29T00:00:00.000-0500",111
LPR,"2021-12-14T00:00:00.000-0500",111
Perez,"2022-02-08T00:00:00.000-0500",111
UniCenter,"2022-01-17T00:00:00.000-0500",111
Vanier,"2022-01-20T00:00:00.000-0500",111
